lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_en	manual_zh	full_cat_zh
húð	kvk	nv	1001	1750.5	10478	Heimilisfólkið fann fyrir óþægindum í höfði og á	húð	.	Heimilisfólkið fann fyrir óþægindum í höfði og á	húð	.	huːð	Nafnorð	f.	2K									húð	húð	húðar	húðir	húðir	húðum	húða											húð.mp3	skin	皮肤	名词
vandræði	hk	nh	1001	1750.5	416710	Getuleysi getur valdið margvíslegum	vandræðum	og víða.	Getuleysi getur valdið margvíslegum	vandræðum	og víða.	vantraiðɪ	Nafnorð	n.	2K												vandræði	vandræði	vandræðum	vandræða											vandræði.mp3	trouble	麻烦	名词
framhjá	ao	a	1000	1752.5	506267	Eiður átti eitt skot í leiknum og það fór	framhjá	.	Eiður átti eitt skot í leiknum og það fór	framhjá	.	framçau	Atviksorð	adv.	2K								framhjá																		framhjá.mp3	past, by	过去，经过	副词
jæja	uh	a	999	1754.5	495407		Jæja	, þá er komið að því að láta sig gossa.		Jæja	, þá er komið að því að láta sig gossa.	jaiːja	Upphrópanir	exclam.	2K								jæja																		jæja.mp3	oh well; well	那好吧，好吧	感叹词
skilaboð	hk	nh	999	1754.5	20691	Þetta eru líka mikilvæg	skilaboð	fyrir greinina.	Þetta eru líka mikilvæg	skilaboð	fyrir greinina.	scɪːlapɔð	Nafnorð	n.	2K												skilaboð	skilaboð	skilaboðum	skilaboða											skilaboð.mp3	message	信息，消息	名词
spil	hk	nh	998	1756	3494	Sá möguleiki var ekki í	spilunum	.	Sá möguleiki var ekki í	spilunum	.	spɪːl	Nafnorð	n.	2K									spil	spili	spils	spil	spil	spilum	spila											spil.mp3	playing card, game	纸牌，游戏	名词
dalur	kk	nk	997	1757	6846	Þar voru fjórir sleðar á leið niður	dalinn	.	Þar voru fjórir sleðar á leið niður	dalinn	.	taːlʏr	Nafnorð	m.	2K									dal	dal	dals	dalir	dali	dölum	dala											dalur.mp3	valley	山谷，峡谷	名词
leikstjóri	kk	nk	995	1758.5	112445		Leikstjórinn	segir verðlaunin opna margar dyr.		Leikstjórinn	segir verðlaunin opna margar dyr.	leiːkstjourɪ	Nafnorð	m.	2K									leikstjóra	leikstjóra	leikstjóra	leikstjórar	leikstjóra	leikstjórum	leikstjóra											leikstjóri.mp3	director	导演	名词
tónleikur	kk	nk	995	1758.5	90912	Hann mun vera 100% á því að koma fram á	tónleiknum	.	Hann mun vera 100% á því að koma fram á	tónleiknum	.	tʰounleikʏr	Nafnorð	m.	2K									tónleik	tónleik	tónleiks	tónleikar	tónleika	tónleikum	tónleika											tónleikur.mp3	concert	音乐会	名词
hurð	kvk	nv	994	1760	10477	Lítil sem engin ummerki eru annarstaðar á	hurðinni	.	Lítil sem engin ummerki eru annarstaðar á	hurðinni	.	hʏrð	Nafnorð	f.	2K									hurð	hurð	hurðar	hurðir	hurðir	hurðum	hurða											hurð.mp3	door	门	名词
breiður	lo	l	991	1761.5	388135	Hún verður um 160 metra löng og 10 metra	breið	.	Hún verður um 160 metra löng og 10 metra	breið	.	preiːðʏr	Lýsingarorð	adj.	2K																					breiður  --  breið -- breitt	breiðari -- breiðari -- breiðara	breiðastur -- breiðust -- breiðast			breiður.mp3	wide	宽的	形容词
tilgreina	so	s	991	1761.5	435465	Ekki er nánar	tilgreint	í hverju sú samvinna gæti falist.	Ekki er nánar	tilgreint	í hverju sú samvinna gæti falist.	tʰɪlkreina	Sagnorð	v.	2K	tilgreini	tilgreinir	tilgreinir	tilgreindi	tilgreindir	tilgreindi	tilgreint																			tilgreina.mp3	specify	指定	动词
háls	kk	nk	990	1764	4356	Hann hlaut meðal annars áverka á höfði og	hálsi	.	Hann hlaut meðal annars áverka á höfði og	hálsi	.	hauls	Nafnorð	m.	2K									háls	hálsi	háls	hálsar	hálsa	hálsum	hálsa											háls.mp3	neck	脖子	名词
tölvupóstur	kk	nk	990	1764	93972	Hvorki símtölum né	tölvupósti	sé svarað.	Hvorki símtölum né	tölvupósti	sé svarað.	tʰœlvʏpʰoustʏr	Nafnorð	m.	2K									tölvupóst	tölvupósti	tölvupósts	tölvupóstar	tölvupósta	tölvupóstum	tölvupósta											tölvupóstur.mp3	email	电子邮件	名词
úttekt	kvk	nv	990	1764	127194	Samtals nema	úttektirnar	rúmum 3,2 milljörðum króna og eru þær skattskyldar.	Samtals nema	úttektirnar	rúmum 3,2 milljörðum króna og eru þær skattskyldar.	uːtɛxt	Nafnorð	f.	2K									úttekt	úttekt	úttektar	úttektir	úttektir	úttektum	úttekta											úttekt.mp3	withdrawal; assessment, evaluation	退出；评估，评价	名词
annaðhvort	st	c	987	1766.5	495351	Þeir geta	annaðhvort	sótt þau eða fengið þau send í pósti.	Þeir geta	annaðhvort	sótt þau eða fengið þau send í pósti.	anaðkʰvɔr̥t	Samtenging	conj.	2K								annaðhvort																		annaðhvort.mp3	either	...中的任何一个	连词
önn	kvk	nv	987	1766.5	10791	Fullt nám í dag telst 30 einingar á	önn	.	Fullt nám í dag telst 30 einingar á	önn	.	œn	Nafnorð	f.	2K									önn	önn	annar	annir	annir	önnum	anna											önn.mp3	semester	学期	名词
blanda	so	s	986	1768	424463	Hann segist þó ekki vilja	blanda	þessum málum saman.	Hann segist þó ekki vilja	blanda	þessum málum saman.	planta	Sagnorð	v.	2K	blanda	blandar	blandar	blandaði	blandaðir	blandaði	blandað																			blanda.mp3	mix	混合	动词
gifta	so	s	985	1769.5	427553	Þau hófu sambúð í janúar 2011 og	giftust	í desember 2012.	Þau hófu sambúð í janúar 2011 og	giftust	í desember 2012.	cɪfta	Sagnorð	v.	2K	gifti	giftir	giftir	gifti	giftir	gifti	gift																			gifta.mp3	marry, wed	结婚	动词
vitna	so	s	985	1769.5	424831	Þetta sýnir ný rannsókn sem danskir miðlar	vitna	til í dag.	Þetta sýnir ný rannsókn sem danskir miðlar	vitna	til í dag.	vɪhtna	Sagnorð	v.	2K	vitna	vitnar	vitnar	vitnaði	vitnaðir	vitnaði	vitnað																			vitna.mp3	witness	证人	动词
gagnrýna	so	s	984	1771	434743	Þetta hefur verið	gagnrýnt	.	Þetta hefur verið	gagnrýnt	.	kakrina	Sagnorð	v.	2K	gagnrýni	gagnrýnir	gagnrýnir	gagnrýndi	gagnrýndir	gagnrýndi	gagnrýnt																			gagnrýna.mp3	critique	批判，评价	动词
heiti	hk	nh	982	1772.5	1507	Verkefnið ber	heitið	Börn styðja börn.	Verkefnið ber	heitið	Börn styðja börn.	heiːtɪ	Nafnorð	n.	2K									heiti	heiti	heitis	heiti	heiti	heitum	heita											heiti.mp3	name, term	名称，术语	名词
þökk	kvk	nv	982	1772.5	10784	Bílstjórinn biður fyrir	þakkir	til þeirra sem hjálpuðu honum á slysstað.	Bílstjórinn biður fyrir	þakkir	til þeirra sem hjálpuðu honum á slysstað.	θœhk	Nafnorð	f.	2K									þökk	þökk	þakkar	þakkir	þakkir	þökkum	þakka											þökk.mp3	thanks	感谢，感激	名词
söngur	kk	nk	980	1774.5	392023	Þarna mátti meðal annars sjá	söng	og dans og ýmislegt fleira.	Þarna mátti meðal annars sjá	söng	og dans og ýmislegt fleira.	sœiŋkʏr	Nafnorð	m.	2K									söng	söng	söngs	söngvar	söngva	söngvum	söngva											söngur.mp3	singing; song	唱歌，歌曲	名词
þrýstingur	kk	nk	980	1774.5	6523	Að lokum hafi ríkisstjórnin ekki staðist	þrýstinginn	.	Að lokum hafi ríkisstjórnin ekki staðist	þrýstinginn	.	θristiŋkʏr	Nafnorð	m.	2K									þrýsting	þrýstingi	þrýstings															þrýstingur.mp3	pressure	压力	名词
árás	kvk	nv	979	1776.5	119660	Maðurinn var handtekinn skömmu eftir	árásina	og gisti fangageymslur í nótt.	Maðurinn var handtekinn skömmu eftir	árásina	og gisti fangageymslur í nótt.	auːraus	Nafnorð	f.	2K									árás	árás	árásar	árásir	árásir	árásum	árása											árás.mp3	attack	攻击	名词
neytandi	kk	nk	979	1776.5	9955		Neytendur	eru því hvattir til að sniðganga vörur frá Granda.		Neytendur	eru því hvattir til að sniðganga vörur frá Granda.	neiːtantɪ	Nafnorð	m.	2K									neytanda	neytanda	neytanda	neytendur	neytendur	neytendum	neytenda											neytandi.mp3	consumer	消费者	名词
meginregla	kvk	nv	977	1778	154658		Meginreglan	í skattkerfinu er að einstaklingar eru skattlagðir en ekki hjón.		Meginreglan	í skattkerfinu er að einstaklingar eru skattlagðir en ekki hjón.	meijɪnrɛkla	Nafnorð	f.	2K									meginreglu	meginreglu	meginreglu	meginreglur	meginreglur	meginreglum	meginreglna											meginregla.mp3	principle	原则，规则	名词
klæða	so	s	975	1779	434969	Þá hvetur hann fólk til að	klæða	sig eftir veðri.	Þá hvetur hann fólk til að	klæða	sig eftir veðri.	kʰlaiːða	Sagnorð	v.	2K	klæði	klæðir	klæðir	klæddi	klæddir	klæddi	klætt																			klæða.mp3	dress	穿衣服，穿戴	动词
bú	hk	nh	974	1780	704	Takist ekki að bjarga	búinu	verður dýrunum slátrað.	Takist ekki að bjarga	búinu	verður dýrunum slátrað.	puː	Nafnorð	n.	2K									bú	búi	bús	bú	bú	búum	búa											bú.mp3	farm; estate	农场；财产	名词
fáeinir	fn	fo	973	1781.5	478844		Fáeinir	skjálftar mældust nærri Hellisheiðarvirkjun í nótt.		Fáeinir	skjálftar mældust nærri Hellisheiðarvirkjun í nótt.	fauːeinɪr	Fornafn	pron.	2K																fáeinir -- fáeinar -- fáein	fáeinir  --									fáeinir.mp3	a few	少数，一些	代词
ímynda	so	s	973	1781.5	421143	Útvarpshlustendur verða að	ímynda	sér útsýnið frá hinu væntanlega hóteli.	Útvarpshlustendur verða að	ímynda	sér útsýnið frá hinu væntanlega hóteli.	iːmɪnta	Sagnorð	v.	2K	ímynda	ímyndar	ímyndar	ímyndaði	ímyndaðir	ímyndaði	ímyndað																			ímynda.mp3	imagine	想象	动词
efnahagslíf	hk	nh	972	1783.5	45775	Allt íslenskt	efnahagslíf	sé í gíslingu málsins.	Allt íslenskt	efnahagslíf	sé í gíslingu málsins.	ɛpnahaxstliv	Nafnorð	n.	2K									efnahagslíf	efnahagslífi	efnahagslífs															efnahagslíf.mp3	economy	经济	名词
sjón	kvk	nv	972	1783.5	10559	Skelfileg	sjón	blasir við þeim sem koma til Haítí.	Skelfileg	sjón	blasir við þeim sem koma til Haítí.	sjouːn	Nafnorð	f.	2K									sjón	sjón	sjónar	sjónir	sjónir	sjónum	sjóna											sjón.mp3	sight, vision	视力，视野	名词
úrræði	hk	nh	971	1785	416708	Skýr skilyrði eru fyrir því að nýta sér þetta	úrræði	.	Skýr skilyrði eru fyrir því að nýta sér þetta	úrræði	.	uraiðɪ	Nafnorð	n.	2K									úrræði	úrræði	úrræðis	úrræði	úrræði	úrræðum	úrræða											úrræði.mp3	resource, solution	资源，解决方案	名词
ólíklegur	lo	l	970	1786	391484	Ekki er	ólíklegt	að þrennar kosningar fari fram á næsta ári.	Ekki er	ólíklegt	að þrennar kosningar fari fram á næsta ári.	ouːliklɛɣʏr	Lýsingarorð	adj.	2K																					ólíklegur  --  ólíkleg -- ólíklegt	ólíklegri -- ólíklegri -- ólíklegra	ólíklegastur -- ólíklegust -- ólíklegast			ólíklegur.mp3	unlikely	不太可能	形容词
birta	kvk	nv	969	1787	15051	Það var svo mikil	birta	af öskunni og eldinum.	Það var svo mikil	birta	af öskunni og eldinum.	pɪr̥ta	Nafnorð	f.	2K									birtu	birtu	birtu															birta.mp3	light, brightness	光，亮度	名词
smíða	so	s	967	1788	423193	Eftir það átti að hefjast handa við að	smíða	húsið.	Eftir það átti að hefjast handa við að	smíða	húsið.	smiːða	Sagnorð	v.	2K	smíða	smíðar	smíðar	smíðaði	smíðaðir	smíðaði	smíðað																			smíða.mp3	build, construct	建造，制造	动词
straumur	kk	nk	965	1789	6073	Mikill	straumur	var á svæðinu og erfiðar aðstæður vegna þess.	Mikill	straumur	var á svæðinu og erfiðar aðstæður vegna þess.	strœiːmʏr	Nafnorð	m.	2K									straum	straumi	straums	straumar	strauma	straumum	strauma											straumur.mp3	stream, current	（车/人/电）流	名词
dauður	lo	l	964	1790.5	388178	Fáeinar kindur hafa fundist	dauðar	á Jökuldalsheiði eftir leit í gær.	Fáeinar kindur hafa fundist	dauðar	á Jökuldalsheiði eftir leit í gær.	tœiːðʏr	Lýsingarorð	adj.	2K																					dauður  --  dauð -- dautt	dauðari -- dauðari -- dauðara	dauðastur -- dauðust -- dauðast			dauður.mp3	dead	死的	形容词
skortur	kk	nk	964	1790.5	6288	Helst er	skortur	á íbúðarhúsnæði í Mýrdalshrepp.	Helst er	skortur	á íbúðarhúsnæði í Mýrdalshrepp.	skɔr̥tʏr	Nafnorð	m.	2K									skort	skorti	skorts															skortur.mp3	lack, shortage	缺乏，短缺	名词
útflutningur	kk	nk	962	1792	97553	Hópurinn á aðallega að fjalla um	útflutning	búvara en ekki innflutning.	Hópurinn á aðallega að fjalla um	útflutning	búvara en ekki innflutning.	uːtflʏhtniŋkʏr	Nafnorð	m.	2K									útflutning	útflutningi	útflutnings															útflutningur.mp3	export	出口	名词
tilskipun	kvk	nv	960	1793	137643	Þetta verður ekki gert með neinni	tilskipun	að ofan.	Þetta verður ekki gert með neinni	tilskipun	að ofan.	tʰɪlscɪpʏn	Nafnorð	f.	2K									tilskipun	tilskipun	tilskipunar	tilskipanir	tilskipanir	tilskipunum	tilskipana											tilskipun.mp3	decree, directive	法令，指示	名词
berg	hk	nh	958	1794.5	533	Um 46° heitt vatn streymir úr sprungu í	berginu	.	Um 46° heitt vatn streymir úr sprungu í	berginu	.	pɛrk	Nafnorð	n.	2K									berg	bergi	bergs	berg	berg	bergum	berga											berg.mp3	rock, rock face	岩石，岩壁	名词
embættismaður	kk	nk	958	1794.5	87797	Bandarískir	embættismenn	skýrðu frá því í gær.	Bandarískir	embættismenn	skýrðu frá því í gær.	ɛmpaihtɪsmaðʏr	Nafnorð	m.	2K									embættismann	embættismanni	embættismanns	embættismenn	embættismenn	embættismönnum	embættismanna											embættismaður.mp3	official	官员	名词
burtu	ao	a	957	1796.5	495506	Ég vill sjá þetta þak vera tekið	burtu	hreint og beint.	Ég vill sjá þetta þak vera tekið	burtu	hreint og beint.	pʏr̥tʏ	Atviksorð	adv.	2K								burtu																		burtu.mp3	away	离开	副词
innflutningur	kk	nk	957	1796.5	97490	Á sama tíma stóreykst	innflutningur	á svínakjöti frá Evrópusambandinu.	Á sama tíma stóreykst	innflutningur	á svínakjöti frá Evrópusambandinu.	ɪnflʏhtniŋkʏr	Nafnorð	m.	2K									innflutning	innflutningi	innflutnings															innflutningur.mp3	import	进口	名词
skjal	hk	nh	956	1798	3220	Hún segir alla starfsmenn ráðuneytisins hafa haft aðgang að	skjalinu	.	Hún segir alla starfsmenn ráðuneytisins hafa haft aðgang að	skjalinu	.	scaːl	Nafnorð	n.	2K									skjal	skjali	skjals	skjöl	skjöl	skjölum	skjala											skjal.mp3	document	文档，文件	名词
staðsetning	kvk	nv	954	1799	133963	En loks var hægt að miða út	staðsetningu	á farsíma hans.	En loks var hægt að miða út	staðsetningu	á farsíma hans.	staðsɛhtniŋk	Nafnorð	f.	2K									staðsetningu	staðsetningu	staðsetningar	staðsetningar	staðsetningar	staðsetningum	staðsetninga											staðsetning.mp3	location	地点	名词
gulur	lo	l	952	1800.5	409045		Gulur	páfagaukur gerði sig heimakomin á golfvellinum á Akureyri í gærkvöldi.		Gulur	páfagaukur gerði sig heimakomin á golfvellinum á Akureyri í gærkvöldi.	kʏːlʏr	Lýsingarorð	adj.	2K																					gulur  --  gul -- gult	gulari -- gulari -- gulara	gulastur -- gulust -- gulast			gulur.mp3	yellow	黄色的	形容词
hjúkrunarfræðingur	kk	nk	952	1800.5	99420	Aðalfundur Félags íslenskra	hjúkrunarfræðinga	var haldinn í gærkvöldi.	Aðalfundur Félags íslenskra	hjúkrunarfræðinga	var haldinn í gærkvöldi.	çuːkrʏnar̥fraiðiŋkʏr	Nafnorð	m.	2K									hjúkrunarfræðing	hjúkrunarfræðingi	hjúkrunarfræðings	hjúkrunarfræðingar	hjúkrunarfræðinga	hjúkrunarfræðingum	hjúkrunarfræðinga											hjúkrunarfræðingur.mp3	nurse	护士	名词
afurð	kvk	nv	949	1802	461271	Þær	afurðir	eru mikið notaðar í fiskeldi.	Þær	afurðir	eru mikið notaðar í fiskeldi.	aːvʏrð	Nafnorð	f.	2K									afurð	afurð	afurðar	afurðir	afurðir	afurðum	afurða											afurð.mp3	product, produce	产品	名词
takk	uh	a	948	1803	495413	Einmitt ,	takk	fyrir það.	Einmitt ,	takk	fyrir það.	tʰahk	Upphrópanir	exclam.	2K								takk																		takk.mp3	thanks	谢谢	感叹词
brýnn	lo	l	947	1804	165615	Slíkt er óheimilt nema	brýna	nauðsyn beri til.	Slíkt er óheimilt nema	brýna	nauðsyn beri til.	pritn̥	Lýsingarorð	adj.	2K																					brýnn  --  brýn -- brýnt	brýnni -- brýnni -- brýnna	brýnastur -- brýnust -- brýnast			brýnn.mp3	urgent	紧急的	形容词
lágt	ao	a	946	1806	400711	Þarna finnst mér að ríkisvaldið leggist æði	lágt	.	Þarna finnst mér að ríkisvaldið leggist æði	lágt	.	lauxt	Atviksorð	adv.	2K																								lægra	lægst	lágt.mp3	low	低的	副词
spenna	kvk	nv	946	1806	14621	Hann svaf ekkert í nótt vegna einskærrar	spennu	.	Hann svaf ekkert í nótt vegna einskærrar	spennu	.	spɛna	Nafnorð	f.	2K									spennu	spennu	spennu	spennur	spennur	spennum	spenna											spenna.mp3	tension	紧张，刺激	名词
vör	kvk	nv	946	1806	10705	En flest ungmenni sem nota þetta tóbak taka það í	vörina	.	En flest ungmenni sem nota þetta tóbak taka það í	vörina	.	vœːr	Nafnorð	f.	2K									vör	vör	varar	varir	varir	vörum	vara											vör.mp3	lip	唇	名词
neysla	kvk	nv	945	1808	16580	Hófleg	neysla	áfengis eftir sextugt getur gert manni gott.	Hófleg	neysla	áfengis eftir sextugt getur gert manni gott.	neistla	Nafnorð	f.	2K									neyslu	neyslu	neyslu	neyslur	neyslur	neyslum	neyslna											neysla.mp3	consumption	消费	名词
flugvöllur	kk	nk	944	1810	85256	Vænlegasti kosturinn fyrir borgina væri að byggja nýjan	flugvöll	á Hólmsheiði.	Vænlegasti kosturinn fyrir borgina væri að byggja nýjan	flugvöll	á Hólmsheiði.	flʏɣvœtlʏr	Nafnorð	m.	2K									flugvöll	flugvelli	flugvallar	flugvellir	flugvelli	flugvöllum	flugvalla											flugvöllur.mp3	airport	飞机场	名词
framangreindur	lo	l	944	1810	478641		Framangreindar	fjárhæðir eru skattskyldar launatekjur bankastjóranna öll árin.		Framangreindar	fjárhæðir eru skattskyldar launatekjur bankastjóranna öll árin.	fraːmankreintʏr	Lýsingarorð	adj.	2K																					framangreindur  --  framangreind -- framangreint					framangreindur.mp3	above-mentioned	上述	形容词
orða	so	s	944	1810	422202	Það er stundum	orðað	svo að sólin standi kyrr á sólstöðum.	Það er stundum	orðað	svo að sólin standi kyrr á sólstöðum.	ɔrða	Sagnorð	v.	2K	orða	orðar	orðar	orðaði	orðaðir	orðaði	orðað																			orða.mp3	phrase; formulate	表达，措辞	动词
hanna	so	s	943	1813	420665	Flest skipanna eru	hönnuð	af Íslendingum.	Flest skipanna eru	hönnuð	af Íslendingum.	hana	Sagnorð	v.	2K	hanna	hannar	hannar	hannaði	hannaðir	hannaði	hannað																			hanna.mp3	design	设计	动词
talsmaður	kk	nk	943	1813	88892	Þetta staðfestir	talsmaður	bandaríska hersins.	Þetta staðfestir	talsmaður	bandaríska hersins.	tʰalsmaðʏr	Nafnorð	m.	2K									talsmann	talsmanni	talsmanns	talsmenn	talsmenn	talsmönnum	talsmanna											talsmaður.mp3	spokesman	发言人	名词
þága	kvk	nv	943	1813	403766	Hann dreymir um að efla rannsóknir í	þágu	atvinnulífsins.	Hann dreymir um að efla rannsóknir í	þágu	atvinnulífsins.	θauːɣa	Nafnorð	f.	2K									þágu	þágu	þágu															þága.mp3	interest, benefit	利益	名词
